0.000000000000000000e+00,0.000000000000000000e+00
4.369720597790773681e-02,1.086956521739133180e-02
1.049382716049382658e-01,2.173913043478260462e-02
1.410150891632372949e-01,3.260869565217393989e-02
1.735743680188124582e-01,4.347826086956524394e-02
1.952861952861953132e-01,5.434782608695654799e-02
2.195473251028806916e-01,6.521739130434787979e-02
2.417695473251029181e-01,7.608695652173914914e-02
2.626028806584362330e-01,8.695652173913046012e-02
2.802469135802468925e-01,9.782608695652175723e-02
2.983539094650206058e-01,1.086956521739130543e-01
3.137860082304527176e-01,1.195652173913043653e-01
3.302469135802469369e-01,1.304347826086956763e-01
3.467078189300412117e-01,1.413043478260870012e-01
3.611111111111111605e-01,1.521739130434782705e-01
3.750734861845973489e-01,1.630434782608695676e-01
3.883009994121105479e-01,1.739130434782609202e-01
4.026063100137174389e-01,1.847826086956522174e-01
4.153439153439153486e-01,1.956521739130435145e-01
4.303350970017637001e-01,2.065217391304347838e-01
4.419753086419753174e-01,2.173913043478261087e-01
4.543895747599451806e-01,2.282608695652174335e-01
4.664902998236332143e-01,2.391304347826087306e-01
4.794238683127572398e-01,2.500000000000000000e-01
4.920634920634921472e-01,2.608695652173913526e-01
5.025720164609053242e-01,2.717391304347826497e-01
5.123456790123456228e-01,2.826086956521739468e-01
5.249853027630806412e-01,2.934782608695651884e-01
5.366255144032922031e-01,3.043478260869565410e-01
5.483539094650206058e-01,3.152173913043478937e-01
5.586419753086420137e-01,3.260869565217391353e-01
5.679012345679013141e-01,3.369565217391304324e-01
5.802469135802469369e-01,3.478260869565217295e-01
5.915637860082305632e-01,3.586956521739130821e-01
6.028806584362140786e-01,3.695652173913043792e-01
6.152263374485598124e-01,3.804347826086956763e-01
6.265432098765432167e-01,3.913043478260869734e-01
6.378600823045268431e-01,4.021739130434783260e-01
6.491769547325102474e-01,4.130434782608695676e-01
6.609053497942387612e-01,4.239130434782609202e-01
6.718106995884775001e-01,4.347826086956521618e-01
6.815843621399177987e-01,4.456521739130435145e-01
6.913580246913580973e-01,4.565217391304348116e-01
7.026748971193416127e-01,4.673913043478261087e-01
7.129629629629630205e-01,4.782608695652174613e-01
7.242798353909465359e-01,4.891304347826086474e-01
7.355967078189301622e-01,5.000000000000000000e-01
7.438271604938272441e-01,5.108695652173913526e-01
7.530864197530864335e-01,5.217391304347827052e-01
7.650891632373114648e-01,5.326086956521738358e-01
7.771898883009995540e-01,5.434782608695651884e-01
7.880658436213993090e-01,5.543478260869565410e-01
7.983539094650206058e-01,5.652173913043478937e-01
8.106995884773663397e-01,5.760869565217392463e-01
8.220164609053498550e-01,5.869565217391303769e-01
8.333333333333333703e-01,5.978260869565217295e-01
8.436213991769548892e-01,6.086956521739130821e-01
8.549382716049382935e-01,6.195652173913043237e-01
8.672839506172840274e-01,6.304347826086956763e-01
8.796296296296297612e-01,6.413043478260869179e-01
8.899176954732510580e-01,6.521739130434782705e-01
9.002057613168724659e-01,6.630434782608696231e-01
9.115226337448560923e-01,6.739130434782609758e-01
9.228395061728394966e-01,6.847826086956523284e-01
9.355281207133060439e-01,6.956521739130434590e-01
9.460905349794239694e-01,7.065217391304348116e-01
9.588477366255144796e-01,7.173913043478261642e-01
9.722222222222223209e-01,7.282608695652175168e-01
9.835390946502059473e-01,7.391304347826087584e-01
9.969135802469136776e-01,7.499999999999998890e-01
1.011316872427983737e+00,7.608695652173912416e-01
1.024691358024691468e+00,7.717391304347825942e-01
1.037037037037036979e+00,7.826086956521738358e-01
1.050668724279835597e+00,7.934782608695651884e-01
1.067672610882487438e+00,8.043478260869565410e-01
1.083333333333333703e+00,8.152173913043477826e-01
1.099794238683127645e+00,8.260869565217391353e-01
1.116255144032922031e+00,8.369565217391304879e-01
1.128600823045267765e+00,8.478260869565218405e-01
1.146090534979423925e+00,8.586956521739131931e-01
1.164609053497942526e+00,8.695652173913044347e-01
1.182098765432098686e+00,8.804347826086955653e-01
1.202331961591220910e+00,8.913043478260869179e-01
1.221661054994388484e+00,9.021739130434782705e-01
1.246399176954732679e+00,9.130434782608696231e-01
1.269173213617658336e+00,9.239130434782608647e-01
1.295561434450323457e+00,9.347826086956522174e-01
1.322016460905349966e+00,9.456521739130435700e-01
1.354252400548696889e+00,9.565217391304347005e-01
1.395490397805212668e+00,9.673913043478260532e-01
1.450333475237689962e+00,9.782608695652172948e-01
1.493194048749604486e+00,9.891304347826086474e-01
